2315 solutions left, 1. guess 'roate', hint ⬛⬛🟩⬛⬛, secret 'aback'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟩🟨⬛, secret 'adapt'
  23 solutions left, 2. guess 'slink', hint ⬛⬛⬛⬛⬛, secret 'adapt'
   1 solutions left, 3. guess 'adapt', hint 🟩🟩🟩🟩🟩, secret 'adapt'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨🟨🟨, secret 'adept'
  25 solutions left, 2. guess 'clept', hint ⬛⬛🟩🟩🟩, secret 'adept'
   1 solutions left, 3. guess 'adept', hint 🟩🟩🟩🟩🟩, secret 'adept'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛⬛, secret 'admin'
 112 solutions left, 2. guess 'lysin', hint ⬛⬛⬛🟩🟩, secret 'admin'
   2 solutions left, 3. guess 'admin', hint 🟩🟩🟩🟩🟩, secret 'admin'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨🟨⬛, secret 'admit'
  50 solutions left, 2. guess 'clint', hint ⬛⬛🟨⬛🟩, secret 'admit'
   3 solutions left, 3. guess 'abamp', hint 🟩⬛⬛🟨⬛, secret 'admit'
   1 solutions left, 4. guess 'admit', hint 🟩🟩🟩🟩🟩, secret 'admit'
2315 solutions left, 1. guess 'roate', hint ⬛🟨🟨⬛🟩, secret 'adobe'
   7 solutions left, 2. guess 'aband', hint 🟩🟨⬛⬛🟨, secret 'adobe'
   1 solutions left, 3. guess 'adobe', hint 🟩🟩🟩🟩🟩, secret 'adobe'
2315 solutions left, 1. guess 'roate', hint ⬛🟨🟨🟨⬛, secret 'adopt'
  17 solutions left, 2. guess 'aboil', hint 🟩⬛🟩⬛⬛, secret 'adopt'
   2 solutions left, 3. guess 'adopt', hint 🟩🟩🟩🟩🟩, secret 'adopt'
2315 solutions left, 1. guess 'roate', hint 🟨🟨🟨⬛🟩, secret 'adore'
   2 solutions left, 2. guess 'arose', hint 🟩🟨🟩⬛🟩, secret 'adore'
   1 solutions left, 3. guess 'adore', hint 🟩🟩🟩🟩🟩, secret 'adore'
2315 solutions left, 1. guess 'roate', hint 🟨🟨🟨⬛⬛, secret 'adorn'
  28 solutions left, 2. guess 'macon', hint ⬛🟨⬛🟨🟩, secret 'adorn'
   3 solutions left, 3. guess 'adage', hint 🟩🟩⬛⬛⬛, secret 'adorn'
   1 solutions left, 4. guess 'adorn', hint 🟩🟩🟩🟩🟩, secret 'adorn'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨🟨⬛, secret 'adult'
  50 solutions left, 2. guess 'clint', hint ⬛🟨⬛⬛🟩, secret 'adult'
   4 solutions left, 3. guess 'afald', hint 🟩⬛⬛🟩🟨, secret 'adult'
   1 solutions left, 4. guess 'adult', hint 🟩🟩🟩🟩🟩, secret 'adult'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛⬛, secret 'affix'
 112 solutions left, 2. guess 'lysin', hint ⬛⬛⬛🟩⬛, secret 'affix'
   6 solutions left, 3. guess 'adage', hint 🟩⬛⬛⬛⬛, secret 'affix'
   1 solutions left, 4. guess 'affix', hint 🟩🟩🟩🟩🟩, secret 'affix'
2315 solutions left, 1. guess 'roate', hint 🟨⬛🟨⬛🟩, secret 'afire'
  10 solutions left, 2. guess 'aglus', hint 🟩⬛⬛⬛⬛, secret 'afire'
   1 solutions left, 3. guess 'afire', hint 🟩🟩🟩🟩🟩, secret 'afire'
2315 solutions left, 1. guess 'roate', hint ⬛🟨🟨🟨⬛, secret 'afoot'
  17 solutions left, 2. guess 'aboil', hint 🟩⬛🟩⬛⬛, secret 'afoot'
   2 solutions left, 3. guess 'adopt', hint 🟩⬛🟩⬛🟩, secret 'afoot'
   1 solutions left, 4. guess 'afoot', hint 🟩🟩🟩🟩🟩, secret 'afoot'
2315 solutions left, 1. guess 'roate', hint ⬛🟨🟨⬛⬛, secret 'afoul'
  33 solutions left, 2. guess 'linos', hint 🟨⬛⬛🟨⬛, secret 'afoul'
   4 solutions left, 3. guess 'abaft', hint 🟩⬛⬛🟨⬛, secret 'afoul'
   1 solutions left, 4. guess 'afoul', hint 🟩🟩🟩🟩🟩, secret 'afoul'
2315 solutions left, 1. guess 'roate', hint 🟨⬛🟨🟨🟨, secret 'after'
  17 solutions left, 2. guess 'tweel', hint 🟨⬛⬛🟩⬛, secret 'after'
   3 solutions left, 3. guess 'chafe', hint ⬛⬛🟨🟨🟨, secret 'after'
   1 solutions left, 4. guess 'after', hint 🟩🟩🟩🟩🟩, secret 'after'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟩⬛⬛, secret 'again'
  71 solutions left, 2. guess 'slick', hint ⬛⬛🟨⬛⬛, secret 'again'
   1 solutions left, 3. guess 'again', hint 🟩🟩🟩🟩🟩, secret 'again'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟩⬛🟩, secret 'agape'
  42 solutions left, 2. guess 'slump', hint ⬛⬛⬛⬛🟨, secret 'agape'
   2 solutions left, 3. guess 'agape', hint 🟩🟩🟩🟩🟩, secret 'agape'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟩🟩🟩, secret 'agate'
   7 solutions left, 2. guess 'balks', hint ⬛🟨⬛⬛⬛, secret 'agate'
   1 solutions left, 3. guess 'agate', hint 🟩🟩🟩🟩🟩, secret 'agate'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨🟨🟨, secret 'agent'
  25 solutions left, 2. guess 'clept', hint ⬛⬛🟩⬛🟩, secret 'agent'
   3 solutions left, 3. guess 'aahed', hint 🟩⬛⬛🟨⬛, secret 'agent'
   1 solutions left, 4. guess 'agent', hint 🟩🟩🟩🟩🟩, secret 'agent'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛🟩, secret 'agile'
  45 solutions left, 2. guess 'mauls', hint ⬛🟨⬛🟩⬛, secret 'agile'
   4 solutions left, 3. guess 'acing', hint 🟩⬛🟩⬛🟨, secret 'agile'
   1 solutions left, 4. guess 'agile', hint 🟩🟩🟩🟩🟩, secret 'agile'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛⬛, secret 'aging'
 112 solutions left, 2. guess 'lysin', hint ⬛⬛⬛🟨🟨, secret 'aging'
   4 solutions left, 3. guess 'agene', hint 🟩🟩⬛🟩⬛, secret 'aging'
   1 solutions left, 4. guess 'aging', hint 🟩🟩🟩🟩🟩, secret 'aging'
2315 solutions left, 1. guess 'roate', hint ⬛🟨🟨⬛⬛, secret 'aglow'
  33 solutions left, 2. guess 'linos', hint 🟨⬛⬛🟩⬛, secret 'aglow'
   4 solutions left, 3. guess 'faggy', hint ⬛🟨🟨⬛⬛, secret 'aglow'
   1 solutions left, 4. guess 'aglow', hint 🟩🟩🟩🟩🟩, secret 'aglow'
2315 solutions left, 1. guess 'roate', hint ⬛🟨🟨⬛⬛, secret 'agony'
  33 solutions left, 2. guess 'linos', hint ⬛⬛🟨🟨⬛, secret 'agony'
   2 solutions left, 3. guess 'among', hint 🟩⬛🟩🟩🟨, secret 'agony'
   1 solutions left, 4. guess 'agony', hint 🟩🟩🟩🟩🟩, secret 'agony'
2315 solutions left, 1. guess 'roate', hint 🟨🟨🟨⬛⬛, secret 'agora'
  28 solutions left, 2. guess 'macon', hint ⬛🟨⬛🟨⬛, secret 'agora'
   3 solutions left, 3. guess 'aahed', hint 🟩🟨⬛⬛⬛, secret 'agora'
   1 solutions left, 4. guess 'agora', hint 🟩🟩🟩🟩🟩, secret 'agora'
2315 solutions left, 1. guess 'roate', hint 🟨⬛🟨⬛🟩, secret 'agree'
  10 solutions left, 2. guess 'aglus', hint 🟩🟩⬛⬛⬛, secret 'agree'
   1 solutions left, 3. guess 'agree', hint 🟩🟩🟩🟩🟩, secret 'agree'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛🟨, secret 'ahead'
  55 solutions left, 2. guess 'genal', hint ⬛🟨⬛🟩⬛, secret 'ahead'
   4 solutions left, 3. guess 'aback', hint 🟩⬛🟨⬛⬛, secret 'ahead'
   1 solutions left, 4. guess 'ahead', hint 🟩🟩🟩🟩🟩, secret 'ahead'
2315 solutions left, 1. guess 'roate', hint 🟨⬛🟨⬛🟨, secret 'aider'
  42 solutions left, 2. guess 'balms', hint ⬛🟨⬛⬛⬛, secret 'aider'
   8 solutions left, 3. guess 'ached', hint 🟩⬛⬛🟩🟨, secret 'aider'
   1 solutions left, 4. guess 'aider', hint 🟩🟩🟩🟩🟩, secret 'aider'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛🟩, secret 'aisle'
  45 solutions left, 2. guess 'mauls', hint ⬛🟨⬛🟩🟨, secret 'aisle'
   1 solutions left, 3. guess 'aisle', hint 🟩🟩🟩🟩🟩, secret 'aisle'
2315 solutions left, 1. guess 'roate', hint 🟨⬛🟩⬛⬛, secret 'alarm'
  51 solutions left, 2. guess 'dicks', hint ⬛⬛⬛⬛⬛, secret 'alarm'
   7 solutions left, 3. guess 'bhang', hint ⬛⬛🟩⬛⬛, secret 'alarm'
   1 solutions left, 4. guess 'alarm', hint 🟩🟩🟩🟩🟩, secret 'alarm'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛⬛, secret 'album'
 112 solutions left, 2. guess 'lysin', hint 🟨⬛⬛⬛⬛, secret 'album'
   7 solutions left, 3. guess 'abaca', hint 🟩🟨⬛⬛⬛, secret 'album'
   1 solutions left, 4. guess 'album', hint 🟩🟩🟩🟩🟩, secret 'album'
2315 solutions left, 1. guess 'roate', hint 🟨⬛🟨🟨🟨, secret 'alert'
  17 solutions left, 2. guess 'tweel', hint 🟨⬛🟩⬛🟨, secret 'alert'
   1 solutions left, 3. guess 'alert', hint 🟩🟩🟩🟩🟩, secret 'alert'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛🟩, secret 'algae'
  45 solutions left, 2. guess 'mauls', hint ⬛🟨⬛🟨⬛, secret 'algae'
   3 solutions left, 3. guess 'aking', hint 🟩⬛⬛⬛🟨, secret 'algae'
   1 solutions left, 4. guess 'algae', hint 🟩🟩🟩🟩🟩, secret 'algae'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛⬛, secret 'alibi'
 112 solutions left, 2. guess 'lysin', hint 🟨⬛⬛🟨⬛, secret 'alibi'
   4 solutions left, 3. guess 'coxib', hint ⬛⬛⬛🟨🟨, secret 'alibi'
   1 solutions left, 4. guess 'alibi', hint 🟩🟩🟩🟩🟩, secret 'alibi'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛🟨, secret 'alien'
  55 solutions left, 2. guess 'genal', hint ⬛🟨🟨🟨🟨, secret 'alien'
   2 solutions left, 3. guess 'laden', hint 🟨🟨⬛🟩🟩, secret 'alien'
   1 solutions left, 4. guess 'alien', hint 🟩🟩🟩🟩🟩, secret 'alien'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛⬛, secret 'align'
 112 solutions left, 2. guess 'lysin', hint 🟨⬛⬛🟨🟩, secret 'align'
   1 solutions left, 3. guess 'align', hint 🟩🟩🟩🟩🟩, secret 'align'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛🟩, secret 'alike'
  45 solutions left, 2. guess 'mauls', hint ⬛🟨⬛🟨⬛, secret 'alike'
   3 solutions left, 3. guess 'aking', hint 🟩🟨🟩⬛⬛, secret 'alike'
   1 solutions left, 4. guess 'alike', hint 🟩🟩🟩🟩🟩, secret 'alike'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛🟩, secret 'alive'
  45 solutions left, 2. guess 'mauls', hint ⬛🟨⬛🟨⬛, secret 'alive'
   3 solutions left, 3. guess 'aking', hint 🟩⬛🟩⬛⬛, secret 'alive'
   1 solutions left, 4. guess 'alive', hint 🟩🟩🟩🟩🟩, secret 'alive'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛⬛, secret 'allay'
 112 solutions left, 2. guess 'lysin', hint 🟨🟨⬛⬛⬛, secret 'allay'
   8 solutions left, 3. guess 'balms', hint ⬛🟨🟩⬛⬛, secret 'allay'
   1 solutions left, 4. guess 'allay', hint 🟩🟩🟩🟩🟩, secret 'allay'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛🟨, secret 'alley'
  55 solutions left, 2. guess 'genal', hint ⬛🟨⬛🟨🟨, secret 'alley'
   2 solutions left, 3. guess 'abled', hint 🟩⬛🟩🟩⬛, secret 'alley'
   1 solutions left, 4. guess 'alley', hint 🟩🟩🟩🟩🟩, secret 'alley'
2315 solutions left, 1. guess 'roate', hint ⬛🟨🟨🟨⬛, secret 'allot'
  17 solutions left, 2. guess 'aboil', hint 🟩⬛🟨⬛🟨, secret 'allot'
   1 solutions left, 3. guess 'allot', hint 🟩🟩🟩🟩🟩, secret 'allot'
2315 solutions left, 1. guess 'roate', hint ⬛🟨🟨⬛⬛, secret 'allow'
  33 solutions left, 2. guess 'linos', hint 🟨⬛⬛🟩⬛, secret 'allow'
   4 solutions left, 3. guess 'faggy', hint ⬛🟨⬛⬛⬛, secret 'allow'
   1 solutions left, 4. guess 'allow', hint 🟩🟩🟩🟩🟩, secret 'allow'
2315 solutions left, 1. guess 'roate', hint ⬛🟨🟨⬛⬛, secret 'alloy'
  33 solutions left, 2. guess 'linos', hint 🟨⬛⬛🟩⬛, secret 'alloy'
   4 solutions left, 3. guess 'faggy', hint ⬛🟨⬛⬛🟩, secret 'alloy'
   1 solutions left, 4. guess 'alloy', hint 🟩🟩🟩🟩🟩, secret 'alloy'
2315 solutions left, 1. guess 'roate', hint ⬛🟨🟨🟨⬛, secret 'aloft'
  17 solutions left, 2. guess 'aboil', hint 🟩⬛🟩⬛🟨, secret 'aloft'
   1 solutions left, 3. guess 'aloft', hint 🟩🟩🟩🟩🟩, secret 'aloft'
2315 solutions left, 1. guess 'roate', hint ⬛🟨🟨⬛🟩, secret 'alone'
   7 solutions left, 2. guess 'aband', hint 🟩⬛⬛🟩⬛, secret 'alone'
   1 solutions left, 3. guess 'alone', hint 🟩🟩🟩🟩🟩, secret 'alone'
2315 solutions left, 1. guess 'roate', hint ⬛🟨🟨⬛⬛, secret 'along'
  33 solutions left, 2. guess 'linos', hint 🟨⬛🟨🟨⬛, secret 'along'
   1 solutions left, 3. guess 'along', hint 🟩🟩🟩🟩🟩, secret 'along'
2315 solutions left, 1. guess 'roate', hint ⬛🟨🟨⬛⬛, secret 'aloof'
  33 solutions left, 2. guess 'linos', hint 🟨⬛⬛🟩⬛, secret 'aloof'
   4 solutions left, 3. guess 'faggy', hint 🟨🟨⬛⬛⬛, secret 'aloof'
   1 solutions left, 4. guess 'aloof', hint 🟩🟩🟩🟩🟩, secret 'aloof'
2315 solutions left, 1. guess 'roate', hint ⬛🟨🟨⬛⬛, secret 'aloud'
  33 solutions left, 2. guess 'linos', hint 🟨⬛⬛🟨⬛, secret 'aloud'
   4 solutions left, 3. guess 'abaft', hint 🟩⬛⬛⬛⬛, secret 'aloud'
   1 solutions left, 4. guess 'aloud', hint 🟩🟩🟩🟩🟩, secret 'aloud'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛⬛, secret 'alpha'
 112 solutions left, 2. guess 'lysin', hint 🟨⬛⬛⬛⬛, secret 'alpha'
   7 solutions left, 3. guess 'abaca', hint 🟩⬛⬛⬛🟩, secret 'alpha'
   1 solutions left, 4. guess 'alpha', hint 🟩🟩🟩🟩🟩, secret 'alpha'
2315 solutions left, 1. guess 'roate', hint 🟨⬛🟨🟨⬛, secret 'altar'
  12 solutions left, 2. guess 'alway', hint 🟩🟩⬛🟩⬛, secret 'altar'
   1 solutions left, 3. guess 'altar', hint 🟩🟩🟩🟩🟩, secret 'altar'
2315 solutions left, 1. guess 'roate', hint 🟨⬛🟨🟨🟨, secret 'alter'
  17 solutions left, 2. guess 'tweel', hint 🟨⬛⬛🟩🟨, secret 'alter'
   2 solutions left, 3. guess 'later', hint 🟨🟨🟩🟩🟩, secret 'alter'
   1 solutions left, 4. guess 'alter', hint 🟩🟩🟩🟩🟩, secret 'alter'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟩⬛⬛, secret 'amass'
  71 solutions left, 2. guess 'slick', hint 🟨⬛⬛⬛⬛, secret 'amass'
   4 solutions left, 3. guess 'aargh', hint 🟩🟨⬛⬛⬛, secret 'amass'
   1 solutions left, 4. guess 'amass', hint 🟩🟩🟩🟩🟩, secret 'amass'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟩⬛🟩, secret 'amaze'
  42 solutions left, 2. guess 'slump', hint ⬛⬛⬛🟨⬛, secret 'amaze'
   2 solutions left, 3. guess 'amaze', hint 🟩🟩🟩🟩🟩, secret 'amaze'
2315 solutions left, 1. guess 'roate', hint 🟨⬛🟨⬛🟨, secret 'amber'
  42 solutions left, 2. guess 'balms', hint 🟨🟨⬛🟨⬛, secret 'amber'
   1 solutions left, 3. guess 'amber', hint 🟩🟩🟩🟩🟩, secret 'amber'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛🟩, secret 'amble'
  45 solutions left, 2. guess 'mauls', hint 🟨🟨⬛🟩⬛, secret 'amble'
   2 solutions left, 3. guess 'ample', hint 🟩🟩⬛🟩🟩, secret 'amble'
   1 solutions left, 4. guess 'amble', hint 🟩🟩🟩🟩🟩, secret 'amble'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛🟨, secret 'amend'
  55 solutions left, 2. guess 'genal', hint ⬛🟨🟨🟨⬛, secret 'amend'
   6 solutions left, 3. guess 'aahed', hint 🟩⬛⬛🟨🟩, secret 'amend'
   1 solutions left, 4. guess 'amend', hint 🟩🟩🟩🟩🟩, secret 'amend'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛⬛, secret 'amiss'
 112 solutions left, 2. guess 'lysin', hint ⬛⬛🟨🟨⬛, secret 'amiss'
   2 solutions left, 3. guess 'sigma', hint 🟨🟨⬛🟨🟨, secret 'amiss'
   1 solutions left, 4. guess 'amiss', hint 🟩🟩🟩🟩🟩, secret 'amiss'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨🟩⬛, secret 'amity'
  18 solutions left, 2. guess 'snipy', hint ⬛⬛🟩⬛🟩, secret 'amity'
   1 solutions left, 3. guess 'amity', hint 🟩🟩🟩🟩🟩, secret 'amity'
2315 solutions left, 1. guess 'roate', hint ⬛🟨🟨⬛⬛, secret 'among'
  33 solutions left, 2. guess 'linos', hint ⬛⬛🟨🟨⬛, secret 'among'
   2 solutions left, 3. guess 'agony', hint 🟩🟨🟩🟩⬛, secret 'among'
   1 solutions left, 4. guess 'among', hint 🟩🟩🟩🟩🟩, secret 'among'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛🟩, secret 'ample'
  45 solutions left, 2. guess 'mauls', hint 🟨🟨⬛🟩⬛, secret 'ample'
   2 solutions left, 3. guess 'amble', hint 🟩🟩⬛🟩🟩, secret 'ample'
   1 solutions left, 4. guess 'ample', hint 🟩🟩🟩🟩🟩, secret 'ample'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛⬛, secret 'amply'
 112 solutions left, 2. guess 'lysin', hint 🟨🟨⬛⬛⬛, secret 'amply'
   8 solutions left, 3. guess 'balms', hint ⬛🟨🟨🟨⬛, secret 'amply'
   1 solutions left, 4. guess 'amply', hint 🟩🟩🟩🟩🟩, secret 'amply'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛🟩, secret 'amuse'
  45 solutions left, 2. guess 'mauls', hint 🟨🟨🟩⬛🟨, secret 'amuse'
   1 solutions left, 3. guess 'amuse', hint 🟩🟩🟩🟩🟩, secret 'amuse'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛🟨, secret 'angel'
  55 solutions left, 2. guess 'genal', hint 🟨🟨🟨🟨🟩, secret 'angel'
   1 solutions left, 3. guess 'angel', hint 🟩🟩🟩🟩🟩, secret 'angel'
2315 solutions left, 1. guess 'roate', hint 🟨⬛🟨⬛🟨, secret 'anger'
  42 solutions left, 2. guess 'balms', hint ⬛🟨⬛⬛⬛, secret 'anger'
   8 solutions left, 3. guess 'ached', hint 🟩⬛⬛🟩⬛, secret 'anger'
   1 solutions left, 4. guess 'anger', hint 🟩🟩🟩🟩🟩, secret 'anger'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛🟩, secret 'angle'
  45 solutions left, 2. guess 'mauls', hint ⬛🟨⬛🟩⬛, secret 'angle'
   4 solutions left, 3. guess 'acing', hint 🟩⬛⬛🟨🟨, secret 'angle'
   1 solutions left, 4. guess 'angle', hint 🟩🟩🟩🟩🟩, secret 'angle'
2315 solutions left, 1. guess 'roate', hint 🟨⬛🟨⬛⬛, secret 'angry'
  35 solutions left, 2. guess 'carrs', hint ⬛🟨⬛🟩⬛, secret 'angry'
   2 solutions left, 3. guess 'angry', hint 🟩🟩🟩🟩🟩, secret 'angry'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨🟨⬛, secret 'angst'
  50 solutions left, 2. guess 'clint', hint ⬛⬛⬛🟨🟩, secret 'angst'
   1 solutions left, 3. guess 'angst', hint 🟩🟩🟩🟩🟩, secret 'angst'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛🟩, secret 'anime'
  45 solutions left, 2. guess 'mauls', hint 🟨🟨⬛⬛⬛, secret 'anime'
   1 solutions left, 3. guess 'anime', hint 🟩🟩🟩🟩🟩, secret 'anime'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛🟩, secret 'ankle'
  45 solutions left, 2. guess 'mauls', hint ⬛🟨⬛🟩⬛, secret 'ankle'
   4 solutions left, 3. guess 'acing', hint 🟩⬛⬛🟨⬛, secret 'ankle'
   1 solutions left, 4. guess 'ankle', hint 🟩🟩🟩🟩🟩, secret 'ankle'
2315 solutions left, 1. guess 'roate', hint ⬛⬛🟨⬛🟨, secret 'annex'
